CNPJ_Fundo;Data_Referencia;Versao;Data_Entrega;Nome_Fundo;Data_Funcionamento;Publico_Alvo;Codigo_ISIN;Quantidade_Cotas_Emitidas;Fundo_Exclusivo;Cotistas_Vinculo_Familiar;Mandato;Segmento_Atuacao;Tipo_Gestao;Prazo_Duracao;Data_Prazo_Duracao;Encerramento_Exercicio_Social;Mercado_Negociacao_Bolsa;Mercado_Negociacao_MBO;Mercado_Negociacao_MB;Entidade_Administradora_BVMF;Entidade_Administradora_CETIP;Nome_Administrador;CNPJ_Administrador;Logradouro;Numero;Complemento;Bairro;Cidade;Estado;CEP;Telefone1;Telefone2;Telefone3;Site;Email
30.983.020/0001-90;2020-12-01;2;2021-04-01;XP SELECTION FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIÁRIO;2019-07-10;INVESTIDORES EM GERAL;BRXPSFCTF009;4330214;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;XP INVESTIMENTOS CTVM S.A.;30983020000190;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;LEBLON;RIO DE JANEIRO;RJ;22440-033;(11) 3526-1300;;;www.xpi.com.br;adm.fundos@xpi.com.br
31.145.875/0001-05;2020-12-01;1;2021-03-30;BFC FUNDO DE INVESTIMENTO IMOBILIÁRIO;2018-10-29;INVESTIDOR QUALIFICADO;;255200000;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRASIL PLURAL S.A. BANCO MULTIPLO;31145875000105;PR DE BOTAFOGO;228;sala 907;Botafogo;Rio de Janeiro;RJ;22.250-040;21 2814 0700;;;www.brasilplural.com;middleadm@bancogenial.com
31.145.908/0001-17;2020-12-01;1;2021-03-30;RCH FUNDO DE INVESTIMENTO IMOBILIARIO;2020-12-22;INVESTIDOR QUALIFICADO;;300;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;PLURAL S.A. BANCO MÚLTIPLO;31145908000117;PR BOTAFOGO;228;SALA 907;BOTAFOGO;RIO DE JANEIRO;RJ;22250-909;(11) 3206-8000;;;www.bancoplural.com;middleadm@bancogenial.com
31.152.015/0001-07;2020-12-01;2;2021-04-06;FII HECTARE STUDENT HOUSING;2019-08-30;INVESTIDORES EM GERAL;BRHCSTCTF001;176942.98567;N;N;Desenvolvimento para Renda;Residencial;Ativa;Indeterminado;;31/12;S;S;N;S;N;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;31152015000107;Rua Gilberto Sabino;215;4º Andar;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;admfundos@vortx.com.br
31.161.410/0001-48;2020-06-01;1;2020-09-28;RB CAPITAL DESENVOLVIMENTO RESIDENCIAL IV FII;2020-02-20;INVESTIDORES EM GERAL;BRRBIRCTF007;1528615;N;N;Desenvolvimento para Venda;Residencial;Ativa;Determinado;2026-02-20;30/06;S;N;N;S;N;OLIVEIRA TRUST DTVM S.A.;31161410000148;AVENIDA DAS AMÉRICAS;3434;BLOCO 7 - SALA 201;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
31.373.514/0001-16;2020-06-01;1;2021-07-01;SÃO JORGE FUNDO DE INVESTIMENTO IMOBILIÁRIO;2018-10-16;INVESTIDOR QUALIFICADO;00000;12231732.66;S;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;ÍNDIGO INVESTIMENTOS DTVM LTDA;31373514000116;RUA IGUATEMI;192;25° ANDAR;ITAIM BIBI;SÃO PAULO;SP;01451-010;11 3113-0060;3113-0069;;www.indigodtvm.com.br;compliance@indigodtvm.com.br
31.469.385/0001-64;2020-12-01;1;2021-03-31;EUROPA 105 - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-03-15;INVESTIDOR QUALIFICADO;BRERPACTF002;343894.42683123;N;N;Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;S;S;N;S;N;OLIVEIRA TRUST DTVM S.A.;31469385000164;Avenida das Américas;3434;Bloco 07, sala 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
31.508.219/0001-20;2020-12-01;1;2021-03-31;MULTIOFFICES 2 - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-11-18;INVESTIDOR QUALIFICADO;BRMOFFCTF002;149037.4715172;N;N;Títulos e Valores Mobiliários;Híbrido;Ativa;Indeterminado;;31/12;S;N;N;S;N;OLIVEIRA TRUST DTVM S.A.;31508219000120;Avenida das Américas;3434;Bloco 07, sala 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
31.524.769/0001-32;2020-12-01;2;2021-05-03;KODY FUNDO DE INVESTIMENTO IMOBILIARIO;2016-12-06;INVESTIDOR QUALIFICADO;0000;104043.1859;S;S;Renda;Outros;Ativa;Indeterminado;;31/12;N;S;N;S;N;ÍNDIGO INVESTIMENTOS DTVM LTDA;31524769000132;RUA IGUATEMI;192;25° ANDAR;ITAIM BIBI;SÃO PAULO;SP;01451010;11 3113-0060;11 3113-0069;;www.indigodtvm.com.br;compliance@indigodtvm.com.br
31.524.789/0001-03;2020-12-01;1;2021-07-02;PORTO PREMIUM FUNDO DE INVESTIMENTO IMOBILIARIO;2019-05-20;INVESTIDOR PROFISSIONAL;000000;28624.85693033;S;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Passiva;Indeterminado;;31/12;S;N;N;S;N;ÍNDIGO INVESTIMENTOS DTVM LTDA;31524789000103;RUA IGUATEMI;192;25 ° ANDAR;Itaim Bibi;São Paulo;SP;14510-040;11 31130060;;;www.indigodtvm.com.br;compliance@indigodtvm.com.br
31.544.514/0001-31;2020-06-01;1;2021-06-29;FUNDO DE INVESTIMENTO IMOBILIARIO MIRANTE DAS AGUAS;2018-12-17;INVESTIDOR PROFISSIONAL;000000;63666271.33;S;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;ÍNDIGO INVESTIMENTOS DTVM LTDA;31544514000131;Rua Iguatemi;192;25 ° Andar;Itaim Bibi;São Paulo;SP;14510-10;11 3113-0060;11 3113-0069;;www.indigodtvm.com.br;compliance@indigodtvm.com.br
31.547.782/0001-07;2020-12-01;1;2021-03-18;AGRI8 - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2018-12-03;INVESTIDOR QUALIFICADO;;45643.8745;N;N;Desenvolvimento para Venda;Outros;Passiva;Indeterminado;;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;31547782000107;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;fii@brltrust.com.br
31.547.855/0001-60;2020-12-01;1;2021-03-30;VINCI INSTRUMENTOS FINANCEIROS FII;2019-09-04;INVESTIDORES EM GERAL;BRVIFICTF009;2812340;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;31547855000160;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;fii@brltrust.com.br
31.713.934/0001-02;2020-06-01;2;2021-05-03;APOLLO CORPORATE FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-12-26;INVESTIDOR PROFISSIONAL;00000;25100305.1062058;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;ÍNDIGO INVESTIMENTOS DTVM LTDA;31713934000102;RUA IGUATEMI,;192;25° andar;Itaim Bibi;São Paulo;SP;01451-010;11 3113-0060;;;www.indigodtvm.com.br;www.compliance@indigodtvm.com.br
31.713.990/0001-39;2020-06-01;1;2020-10-06;TOLLOG FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2019-02-13;INVESTIDOR QUALIFICADO;0;88535.38;N;N;;;;Indeterminado;;30/06;N;S;N;N;S;SLW CORRETORA DE VALORES E CÂMBIO LTDA;31713990000139;Rua Doutor Renato Paes de Barros;717;10 andar;instaura;São Paulo;SP;04530-001;11 30489879;11 30489900;;slw.com.br;relatorios.cfi@slw.com.br
31.772.231/0001-47;2020-12-01;1;2021-03-31;COLONZADOR I FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2018-11-13;INVESTIDORES EM GERAL;0;11740075.992781;N;N;Renda;Híbrido;Ativa;Determinado;2023-12-13;31/12;N;N;S;N;N;PLANNER TRUSTEE DTVM LTDA;31772231000147;Avenida Brigadeiro Faria Lima;3900;10º andar;Itaim Bibi;São Paulo;SP;04538-132;(11) 2172-2600;0800 179 444;(11) 2172-2667;www.planner.com.br;investfundos@planner.com.br
31.887.401/0001-39;2020-12-01;1;2021-03-29;CAIXA RIO BRAVO FII II;2019-04-18;INVESTIDORES EM GERAL;BRCRFFCTF006;690040;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;CAIXA ECONOMICA FEDERAL;31.887.401/000;Avenida Paulista;2300;11º Andar;Cerqueira Cesar;São Paulo;SP;01310300;(11) 3572-4210;;;www.caixa.gov.br;geafi01@caixa.gov.br
31.894.369/0001-19;2020-12-01;1;2021-03-29;FII RB CAPITAL OFFICE INCOME;2018-08-27;INVESTIDORES EM GERAL;BRRBCOCTF007;3779001;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;31894369000119;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;fii@brltrust.com.br
31.907.591/0001-09;2020-12-01;1;2021-03-19;SBC FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-11-08;INVESTIDOR PROFISSIONAL;;68999.99995;N;N;Desenvolvimento para Renda;Logística;Ativa;Determinado;2023-11-08;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;31907591000109;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;fii@brltrust.com.br
31.962.875/0001-06;2020-12-01;1;2021-03-22;PROLOGIS BRAZIL LOGISTICS VENTURE FII;2019-01-18;INVESTIDOR PROFISSIONAL;BRPBLVCTF007;2506745.8396;N;N;Híbrido;Logística;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;31962875000106;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;fii@brltrust.com.br
32.000.013/0001-57;2020-12-01;1;2021-03-30;BRESCO GROWTH FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-09-24;INVESTIDOR QUALIFICADO E PROFISSIONAL;;682182.36426895;N;S;Híbrido;Logística;Ativa;Determinado;2068-10-24;31/12;N;N;S;N;N;OLIVEIRA TRUST DTVM S.A.;32000013000157;Avenida das Américas;3434;Bloco 07, sala 201;Barra da Tijuca;Rio de Janeiro;RJ;22640102;(21) 3514-0000;;;www.oliveiratrust.com;ger2.fundos@oliveiratrust.com.br
32.006.821/0001-21;2020-12-01;1;2021-03-30;ÁTRIO REIT RECEBÍVEIS IMOBILIÁRIOS - FII;2019-10-31;INVESTIDORES EM GERAL;BRARRICTF009;392374;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;OLIVEIRA TRUST DTVM S.A.;32006821000121;Av. das Américas;3434;Bloco 7;Barra da Tijuca;Rio de Janeiro;RJ;22640102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br'
32.065.364/0001-46;2020-12-01;1;2021-06-14;AF INVEST FII - RECEBÍVEIS IMOBILIÁRIOS;2018-10-25;INVESTIDORES EM GERAL;BRAFCRCTF007;668732;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;S;N;N;S;N;CM CAPITAL MARKETS DTVM LTDA;32065364000146;Rua Gomes de Carvalho;1195;4º Andar;Vila Olímpia;São Paulo;SP;04547-004;(11) 3842-1122;(11) 3842-3547;;www.cmcapital.com.br;reguladores@cmcapital.com.br
32.065.718/0001-52;2020-12-01;1;2021-07-27;SÃO FRANCISCO 34 FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-03-06;INVESTIDOR PROFISSIONAL;BRSFROCTF004;843954.56316395;S;N;Híbrido;Outros;Passiva;Indeterminado;;DEZEMBRO;S;N;N;S;N;CM CAPITAL MARKETS DTVM LTDA;32065718000152;Rua Gomes de Carvalho;1195;4° andar;Vila Olímpia;São Paulo;SP;04547004;1138421122;;;www.cmcapital.com.br;juridicodtvm@cmcapital.com.br
32.177.294/0001-18;2020-12-01;1;2021-03-24;MB BI FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-01-09;INVESTIDOR QUALIFICADO;;2976;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;MERCANTIL DO BRASIL CORRETORA S.A.CTVM;32177294000118;Rua Rio de Janeiro;654;9º andar;Centro;Belo Horizonte;MG;30160912;(31)30576281;(31)30576227;(31)30576731;mercantildobrasil.com.br;mbcorretora@mercantil.com.br
32.274.163/0001-59;2020-12-01;1;2021-03-19;FUNDO DE INVESTIMENTO IMOBILIÁRIO FII REC RENDA IMOBILIÁRIA;2019-04-24;INVESTIDORES EM GERAL;BRRECTCTF000;6973846;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;32274163000159;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;fii@brltrust.com.br
32.274.197/0001-43;2020-12-01;1;2021-03-31;SNOWBIRD MASTER FUNDO DE INVESTIMENTO IMOBILIARIO;2019-09-02;INVESTIDOR PROFISSIONAL;;151549785.06;N;N;Renda;Híbrido;Passiva;Determinado;2029-09-02;31/12;N;N;S;N;N;MODAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIARIOS LTDA.;32274197000143;PRAIA DE BOTAFOGO;501;6º ANDAR - PARTE, BLOCO 014;BOTAFOGO;RIO DE JANEIRO;RJ;22.250-040;(21)3223-7700;(21)3223-7746;;HTTPS//MODAL.COM.BR;FUNDOS.MODAL@MODAL.COM.BR
32.274.553/0001-29;2020-12-01;1;2021-03-31;SNOWBIRD PARALLEL FUNDO DE INVESTIMENTO IMOBILIARIO;2019-10-23;INVESTIDOR QUALIFICADO;;89256549;N;N;Renda;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;MODAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIARIOS LTDA.;32274553000129;PRAIA DE BOTAFOGO;501;6º ANDAR - PARTE, BLOCO 014;BOTAFOGO;RIO DE JANEIRO;RJ;22.250-040;(21)3223-7700;(21)3223-7746;;HTTPS//MODAL.COM.BR;FUNDOS.MODAL@MODAL.COM.BR
32.275.252/0001-10;2020-12-01;1;2021-03-31;DALLAS - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-04-06;INVESTIDOR PROFISSIONAL;0;1026539.074597;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS AS;32275252000110;Av Faria Lima;2277;17º andar;Vila Olimpia;São Paulo;SP;01452000;3514-1300;;;www.reag.com.br;dtvm@reag.com.br
32.317.313/0001-64;2020-06-01;1;2020-09-25;EVEN II KINEA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-02-13;INVESTIDOR PROFISSIONAL;BRKEVECTF007;58269.77711;N;N;Desenvolvimento para Venda;Residencial;Passiva;Determinado;2027-02-13;30/06;S;N;N;S;N;INTRAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;32317313000164;AV BRIGADEIRO FARIA LIMA;3400;10º Andar;ITAIM BIBI;SÃO PAULO;SP;04538132;55 (11) 30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br
32.397.369/0001-76;2020-12-01;1;2021-03-31;MÉRITO FUNDOS E AÇÕES IMOBILIÁRIAS FII;2019-11-01;INVESTIDORES EM GERAL;BRMFAICTF005;405161;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;S;N;N;S;N;PLANNER TRUSTEE DTVM LTDA;32397369000176;Avenida Brigadeiro Faria Lima;3900;10º andar;Itaim Bibi;São Paulo;SP;04538-132;(11) 2172-2600;0800 179 444;(11) 2172-2667;www.planner.com.br;investfundos@planner.com.br
32.400.250/0001-05;2020-06-01;1;2020-09-18;VECTIS JUROS REAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-10-09;INVESTIDOR QUALIFICADO;BRVCJRCTF005;5811259;S;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;INTRAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;32400250000105;AV BRIGADEIRO FARIA LIMA;3400;10° ANDAR;ITAIM BIBI;SÃO PAULO;SP;04538132;55 (11) 30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br
32.441.656/0001-36;2020-06-01;2;2020-10-05;FII RBR DESENVOLVIMENTO III;2019-04-26;INVESTIDOR QUALIFICADO;BRRBRICTF007;56655.31;N;N;Desenvolvimento para Venda;Híbrido;Ativa;Indeterminado;;30/06;N;N;S;N;N;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;32441656000136;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3441;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
32.527.552/0001-49;2020-06-01;1;2020-09-30;VIC DESENVOLVIMENTO - VINTAGE 20/21 FII;2020-03-17;INVESTIDOR PROFISSIONAL;BRVIDSCTF003;3845;N;N;Híbrido;Títulos e Val. Mob.;Ativa;Determinado;2030-03-17;30/06;S;N;N;S;N;PLURAL S.A. BANCO MULTIPLO;32527552000149;PRAIA DE BOTAFOGO;228;9° ANDAR;BOTAFOGO;RIO DE JANEIRO;RJ;22250040;1132068000;;;https://www.bancoplural.com/;middleadm@genialinvestimentos.com.br
32.527.626/0001-47;2020-06-01;1;2020-09-29;NEWPORT LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-09-27;INVESTIDOR PROFISSIONAL;BRNEWLCTF004;855793;N;N;Renda;Logística;Ativa;Indeterminado;;06/2020;S;N;N;S;N;PLURAL S.A. BANCO MULTIPLO;32527626000147;PRAIA DE BOTAFOGO;228;9° ANDAR;BOTAFOGO;RIO DE JANEIRO;RJ;22250040;1132068000;;;https://www.bancoplural.com/;middleadm@genialinvestimentos.com.br
32.527.683/0001-26;2020-06-01;1;2020-09-29;PLURAL RECEBÍVEIS IMOBILIÁRIOS FII;2019-11-06;INVESTIDORES EM GERAL;BRPLCRCTF003;2109169;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;PLURAL S.A. BANCO MULTIPLO;32527683000126;PRAIA DE BOTAFOGO;228;9° ANDAR;BOTAFOGO;RIO DE JANEIRO;RJ;22250040;1132068000;;;https://www.bancoplural.com/;middleadm@genialinvestimentos.com.br
32.655.589/0001-52;2020-12-01;1;2021-03-30;IMMOB II  FII;2019-05-17;INVESTIDOR PROFISSIONAL;BRIMMOCTF002;260367;S;N;Híbrido;Híbrido;Passiva;Indeterminado;;Dezembro;S;S;N;S;S;BEM DTVM LTDA;00066670000100;Núcleo Cidade de Deus;S/N;Prédio Prata - 4º Andar;Vl Yara;Osasco;SP;06029-900;(11) 3684-4522;;;www.bradescobemdtvm.com.br;bemdtvm@bradesco.com.br
32.667.306/0001-92;2020-06-01;2;2020-10-04;FUNDO DE INVESTIMENTO IMOBILIARIO - M8 EDUCACIONAL I;2019-05-17;INVESTIDOR PROFISSIONAL;BR017CCTF007;35564;N;N;Renda;Outros;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;32667306000192;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3441;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
32.754.734/0001-52;2020-06-01;2;2020-10-05;QUASAR AGRO - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-11-07;INVESTIDORES EM GERAL;BRQAGRCTF005;5040000;N;N;Renda;Outros;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;32754734000152;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3441;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
32.784.898/0001-22;2020-12-01;1;2021-03-02;CSHG IMOBILIÁRIO FOF- FUNDO DE INVESTIMENTO IMOBILIÁRIO- FII;2019-02-20;INVESTIDORES EM GERAL;BRHGFFCTF008;2863597;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;CREDIT SUISSE HEDGING - GRIFFO CORRETORA DE VALORES S.A.;32784898000122;RUA LEOPOLDO COUTO MAGALHAES JUNIOR;700;11º andar;ITAIM BIBI;SÃO PAULO;SP;04542-000;(11) 3701-8600;;;imobiliario.cshg.com.br;list.imobiliario@cshg.com.br
32.892.018/0001-31;2020-06-01;2;2020-12-17;HSI MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-07-30;INVESTIDORES EM GERAL;BRHSMLCTF007;15780613;N;N;Renda;Shoppings;Ativa;Indeterminado;;30/06;S;N;N;S;N;SANTANDER CACEIS BRASIL DTVM S.A.;32892018000131;Rua Amador Bueno;474;1 andar;Santo Amaro;São Paulo;SP;04752005;+55 (11) 5538-5489;;;www.s3dtvm.com.br;SC_fundosimobiliarios@santandercaceis.com.br
32.903.521/0001-45;2020-12-01;2;2021-06-22;SANTANDER PAPÉIS IMOBILIÁRIOS CDI FII;2019-08-05;INVESTIDORES EM GERAL;BRSADICTF007;3180207;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;SANTANDER CACEIS BRASIL DTVM S.A.;32.903.521/000;Rua Amador Bueno;474;1 andar;Santo Amaro;São Paulo;SP;04752005;(11) 55385489;;;https://www.s3dtvm.com.br;SC_fundosimobiliarios@santandercaceis.com.br
32.903.621/0001-71;2020-06-01;1;2020-09-28;HSI LOG I FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-12-09;INVESTIDOR QUALIFICADO;;3310683;S;N;Renda;Logística;Ativa;Indeterminado;;30/06;N;N;S;N;N;BRL TRUST DTVM S.A;32903621000171;RUA IGUATEMI;151;19 ANDAR;ITAIM BIBI;SÃO PAULO;SP;01451011;11 3133-0350;;;WWW.BRLTRUST.COM.BR;fii@brltrust.com.br
32.903.661/0001-13;2020-06-01;1;2020-09-28;HSI LOG II FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-12-09;INVESTIDOR QUALIFICADO;;3292145;S;N;Renda;Logística;Ativa;Indeterminado;;30/06;N;N;S;N;N;BRL TRUST DTVM S.A;32903661000113;RUA IGUATEMI;151;19 ANDAR;ITAIM BIBI;SÃO PAULO;SP;01451011;11 3133-0350;;;WWW.BRLTRUST.COM.BR;fii@brltrust.com.br
32.903.702/0001-71;2020-12-01;1;2021-03-31;SANTANDER RENDA DE ALUGUÉIS FII;2019-12-20;INVESTIDORES EM GERAL;BRSARECTF006;3599982;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;S;N;N;S;N;SANTANDER CACEIS BRASIL DTVM S.A.;32.903.702/000;Rua Amador Bueno;474;1 andar;Santo Amaro;São Paulo;SP;04752005;(11) 55385489;;;https://www.s3dtvm.com.br;SC_fundosimobiliarios@santandercaceis.com.br
33.045.581/0001-37;2020-06-01;2;2020-10-05;FUNDO DE INVESTIMENTO IMOBILIÁRIO V2 PROPERTIES;2019-10-03;INVESTIDOR QUALIFICADO;BRVVPRCTF002;1892380;N;N;Renda;Híbrido;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;33045581000137;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3441;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
33.046.142/0001-49;2020-06-01;3;2020-10-04;FUNDO DE INVESTIMENTO IMOBILIÁRIO BTG PACTUAL SHOPPINGS;2019-07-26;INVESTIDOR QUALIFICADO;BRBPMLCTF006;4305079;N;N;Renda;Shoppings;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;33046142000149;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3441;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
33.354.650/0001-94;2020-12-01;1;2021-03-30;FUNDO DE INVESTIMENTO IMOBILIARIO - AVM FII;2020-04-08;INVESTIDOR PROFISSIONAL;BRFAVMCTF008;3422119;S;N;Desenvolvimento para Renda;Outros;Passiva;Indeterminado;;31/12;N;N;S;N;N;INTER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;33354650000194;Avenida Barbacena;1219;21;Santo Agostinho;Belo Horizonte;MG;30190131;(31) 3614-5332;;;https://www.bancointer.com.br/inter-dtvm/;admfundos@interdtvm.com.br
33.554.611/0001-30;2020-12-01;1;2021-03-31;ARAM SKY FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-10-15;INVESTIDOR PROFISSIONAL;;3397.25766339;S;N;Renda;Híbrido;Passiva;Indeterminado;;31/12;N;N;S;N;N;TERRA INVESTIMENTOS DTVM LTDA.;33.554.611/000;Rua Joaquim Floriano;100;5º andar;Itaim;São Paulo;SP;04534000;11 3165.6046;11 3165.6004;11 3165.6000;www.terrainvestimentos.com.br;compliance@terrainvestimentos.com.br
33.701.455/0001-93;2020-12-01;1;2021-04-09;FRAM CAPITAL PENHA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-06-09;INVESTIDOR QUALIFICADO;;55.5556;N;N;Híbrido;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;FRAM CAPITAL DTVM S.A;33701455000193;Rua Dr. Eduardo de Souza Aranha;153;4º andar;Vila Nova Conceição;São Paulo;SP;045-43120;(11) 3513-3144;(11) 3513-3133;(11) 3513-3179;www.framcapitaldtvm.com;fiduciario@framcapitaldtvm.com
33.701.485/0001-08;2020-12-01;1;2021-04-09;FRAM CAPITAL TESSEN FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-10-07;INVESTIDOR QUALIFICADO;;100;N;N;Desenvolvimento para Renda;Logística;Ativa;Indeterminado;;31/12;N;N;S;N;N;FRAM CAPITAL DTVM S.A.;33701485000108;Fram Capital DTVM S.A.;153;4º andar;Vila Nova conceição;São Paulo;SP;4543120;(11) 3513-3144;;;www.framcapitaldtvm.com;fiduciario@framcapitaldtvm.com
